"POOL_01"	"study_01"	"study_02"	"study_03"	"study_04"	"study_05"	"study_06"	"study_07"	"study_08"	"study_09"	"study_10"	"POOL_02"	"study_11"	"study_12"	"study_13"	"study_14"	"study_15"	"study_16"	"study_17"	"study_18"	"study_19"	"study_20"	"POOL_03"	"study_21"	"study_22"	"study_23"	"study_24"	"study_25"	"study_26"	"study_27"	"study_28"	"study_29"	"study_30"	"POOL_04"	"study_31"	"study_32"	"study_33"	"study_34"	"study_35"	"study_36"	"study_37"	"study_38"	"study_39"	"study_40"	"POOL_05"	"study_41"	"study_42"	"study_43"	"study_44"	"study_45"	"study_46"	"study_47"	"study_48"	"study_49"	"study_50"	"POOL_06"	"study_51"	"study_52"	"study_53"	"study_54"	"study_55"	"study_56"	"study_57"	"study_58"	"study_59"	"study_60"	"POOL_07"	"study_61"	"study_62"	"study_63"	"study_64"	"study_65"	"study_66"	"study_67"	"study_68"	"study_69"	"study_70"	"POOL_08"	"study_71"	"study_72"	"study_73"	"study_74"	"study_75"	"study_76"	"study_77"	"study_78"	"study_79"	"study_80"	"POOL_09"	"study_81"	"study_82"	"study_83"	"study_84"	"study_85"	"study_86"	"study_87"	"POOL_10"	"study_88"	"study_89"	"study_90"	"study_91"	"study_92"	"study_93"	"study_94"	"POOL_11"
"FT1991"	1619.08037486008	1637.51244143108	NA	1452.66083834651	1626.96921630499	2454.36804936547	1944.53217698027	1797.05474761614	2489.88640934596	1567.99337908723	1735.48556353873	1686.38046920094	NA	NA	1887.83766544314	1663.67944069717	1650.41518881404	3063.12970754066	NA	1570.4770819266	1807.27559473255	1566.88333431156	1704.66127421315	2620.74200466913	1863.22580685537	NA	2657.90514713622	3652.21428124043	NA	NA	3108.35743309278	1886.81548849554	2358.57200521963	NA	2351.15707813286	1703.15027532826	1480.17156516172	2521.82211514956	1390.66697896379	1728.88644981042	1992.53535768203	1976.4949959821	2046.87495152533	1885.39697334483	1904.58329512293	2092.46685544553	1290.32821161736	2588.36865572064	2179.64663260738	1985.89901990775	1529.32387024677	2076.04501668287	1681.04231118882	3409.14455690908	1668.60501282627	1924.063211005	2047.12895145201	2011.1797322382	2517.15963721442	1465.07198493738	1790.67630001732	2118.92882922076	2147.44092116724	2751.40428420146	2162.81053574463	4101.37946758851	1927.88073313701	NA	1880.54711248464	2448.51762993923	1927.99815699941	1024.83155796815	2099.81649483897	2602.29230537077	2043.8493995159	2022.86697303525	2486.39790536337	1982.97497383311	1974.63429574605	5081.42707377345	2214.87101037546	2324.22064685869	2986.03135447611	2559.52483826064	2273.59176534404	2532.55726993938	1914.52743608685	3034.79047642988	1872.04318220984	1954.88955031607	2331.41863411566	1919.88829621356	2789.56562360627	2019.83157056952	1909.44340961996	3078.86743454833	1859.81719600361	1613.45911974298	2266.24168998828	1462.84070603653	1800.9442625362	2282.4097125247	2933.61775121478	1685.47082248804	1707.91986912391
"FT1993"	NA	NA	NA	1506.3679169268	NA	6565.88190308922	3632.81580939685	4049.82646099488	NA	1503.63407079581	NA	NA	1153.88326795237	2792.52322836155	2121.21981360757	2255.24279559893	1861.54105810602	1738.62135490437	2566.81401567277	1924.65454479647	3444.64555584855	NA	NA	3841.03541504033	1811.29932900363	2287.98698739325	NA	NA	2656.44685720211	2376.45741359669	NA	5447.71351632544	6930.27463650938	NA	1005.09764420155	4950.54147392154	1589.55978297214	2267.03489523266	1487.25866848243	1621.84234390946	NA	4390.62429122666	1207.3434304423	3598.51372302379	NA	4888.14588647189	7240.12601695592	3631.10920158128	NA	3896.21675830686	NA	3341.21342316833	2607.0959895105	NA	1344.74481350779	NA	1629.23297506612	2458.20505927033	3140.87776369987	2729.79763348228	3188.23454388547	5224.20069864658	NA	1569.60777455394	3406.11504575998	NA	NA	5356.41911582525	1442.04114299198	3714.23639238466	1370.66036798628	NA	2048.19845226775	4250.17353895449	2612.79005228404	3452.17895032732	3702.40917627304	NA	2379.79729862219	6533.01361130178	5047.34525298283	4652.94018271313	NA	2508.60377186007	4799.21540161599	4389.69224572992	3105.51831892711	6393.25690008155	NA	967.086867345606	5992.35215953087	1533.82018018064	5955.01648709916	6688.66606300089	NA	5800.02416039565	NA	2995.21082722648	2591.58310603758	3198.7562336702	2413.21290606307	NA	1300.04534569791	1432.19687293749	NA
"FT2000"	10167.137022485	12084.882736738	10706.2473951296	9389.30196490412	7104.80464199254	19877.304440562	23289.6786718849	14609.7969731263	13312.0795272032	22782.1750876142	9350.27378451183	10054.1989112421	12697.9139713543	11544.557638028	9910.41299653112	18297.4781586682	6839.07356609555	5336.51676554945	9409.80501398682	9670.53603144944	8315.80738375503	20478.9428583398	9042.7595706602	7794.11147905188	10685.694043557	12809.0090569223	7617.62104961442	18520.3463944865	17704.1170381952	8498.05395965576	10215.1084902399	17690.3190417197	24286.0353231001	8815.98755112578	7888.69228807469	8603.24483364858	10432.2254331679	9245.29808432481	13665.5661958292	8960.53127939727	10514.9958919248	16976.08711944	8787.70887302407	6816.81537035107	8492.60629506684	11617.3738373341	9512.06091866387	8629.3086034206	NA	24025.2734048415	9144.0372578088	19248.2764469259	14902.5251853147	19074.3191863907	19376.2605217745	7869.03447230331	11653.2672789085	11616.6372789116	20970.0511695104	10505.1343843825	11250.7068982476	14442.5164277466	8358.74077468966	20285.6277118202	10777.5700888011	12108.4685385361	8473.85577529614	7621.29086278634	20400.5648725996	28066.3346534294	10243.3522072954	10107.9020185478	11443.6489853102	8479.16507819556	7881.06099715346	10832.5753755723	11248.7314622322	8584.51471679165	20466.3586535911	7335.04560827395	9463.42169516821	21456.7649424825	1388.46784605176	6164.84367704312	13035.4648005803	11127.226142326	8359.00506457953	12857.97277744	7157.80506973624	10824.7294646164	22369.4943738798	12691.660357798	8390.59431820143	13074.2748456583	12191.2763780239	19673.4386263688	8313.92369836591	9650.36033778483	6284.90610712344	7911.20507457032	4454.24553964567	10007.2376325206	9368.42647340756	10510.4883818959	7298.04119142377
"FT2002"	NA	2239.6114853725	2744.93852685594	2178.00239548564	2111.87934057675	3006.5147232424	2481.39889878593	2081.5932757218	NA	3309.81416511205	2850.82011640899	NA	2857.4154573675	3268.86464507364	2180.46022670786	2509.84082497854	2156.10014498451	NA	2284.04423450329	2389.49072850175	1884.41542449895	2415.06912732877	NA	3747.07197985997	2882.57000245039	1968.91864192037	1975.66536878259	NA	2105.61352489793	1735.9063440135	2961.50358660988	4769.74258660964	2286.67070369642	NA	1957.01203558462	2555.20949601679	2302.0252342291	2802.88425428735	2330.17644242663	2302.09512018962	2411.68129537087	2765.12246994728	2415.17102162952	3166.13969769836	NA	3685.19999503776	3866.36619553323	NA	NA	2107.78346574987	2518.90384880885	2160.5341227657	2985.70094055944	3291.12161377773	3399.27421462288	NA	2374.39740966379	2363.34585941637	3859.04379259063	1960.89237273581	4192.85953823609	2759.35251462289	3018.31789084655	770.396298411074	3300.83226415589	3383.89369147553	NA	3186.2994129986	2462.35443471371	4358.16812018987	2403.69580169576	2867.6046802045	3196.25678010836	2948.70919970738	2608.54124468849	2368.31812894156	3127.0629822041	NA	2465.5601807217	2179.92555370184	2242.08853946216	4151.06373185722	NA	4092.36641183604	3200.5420396942	3993.42253431331	3767.37548013955	3358.87010781153	NA	4373.96366706814	NA	3582.91644165756	3719.33504599385	4032.53696314748	3996.61470207375	4394.37159487389	NA	3811.37760106645	4146.69719623468	3726.73516505603	NA	3458.32317376399	4262.60556205485	3695.35741882252	NA
"FT2011"	1072.63614833616	751.133912080155	1047.99531906103	961.501794442378	1076.25950384359	6655.79680899846	3153.49032827705	NA	4371.98076054909	2659.90602048954	NA	874.243581817804	NA	NA	615.642257226997	1793.50699175165	938.441369158188	1533.96717951363	1281.83032799672	NA	1136.37015256174	1748.04048455419	1193.33002541706	862.031424066763	1330.42651484022	NA	4778.42217274594	6505.92400034216	1291.88257867094	1527.0386798135	2844.16103532035	2068.97212613117	7102.9685350016	824.090647940086	NA	NA	4303.47373572973	2526.89134473603	889.226531358722	NA	1286.6375516089	1989.55951624845	1747.48349565977	NA	746.021728178992	6896.09873433743	NA	2085.16003790348	1381.50893541932	1696.55521742971	NA	6492.89541814205	1250.34597902098	3375.06175077408	3691.76408637533	913.829384559304	3697.74632685914	1921.37483531221	867.756681192645	904.124047348343	1515.7736874157	2957.16784664329	NA	1442.24145352993	1183.87719384642	5402.98276746501	1032.15125720166	3663.17025349956	NA	1663.11066975913	NA	3469.71543042104	NA	3550.14294773521	1173.87764241091	2209.66564443997	NA	NA	1647.48726245959	NA	4018.92179664185	6338.93669857645	NA	1181.77575453051	5780.7730780205	2549.58022403307	833.053959671499	1902.61275915344	1155.67780085584	520.604317582177	5725.70385542932	1346.20559553031	4006.67156324032	8213.75603413727	NA	9506.38876501887	921.505036096353	3826.63869023781	2414.5088974492	1944.3979050108	1795.83360281262	NA	4194.34712763415	2886.58748165443	954.530322299897
"FT2031"	4662.67352303881	9587.0168095692	9801.37247111625	10869.87505494	8288.74921232947	12182.97781863	11027.0284778165	7993.84422327512	6252.97232858816	6355.07102928571	9017.64076348196	4615.33763563531	8547.24344904452	9095.5195375043	10096.2622954346	9492.40287993065	8680.25377243335	2160.05010030808	8411.48470695059	8573.96818185134	5908.45170836257	6811.75011180976	6016.39615996594	2996.06560316933	9464.97481953198	9061.93005213739	6187.41940600424	NA	9540.78314258798	4153.60631423689	5055.81500914055	9895.51957876834	7369.91849129432	5240.79876339673	7501.95517842918	9701.37352553556	7352.66971431792	9337.7395735911	8270.36301307402	7883.31650133356	7568.45005187161	8691.01861725529	7886.46772596086	8838.48500236376	5828.14700213675	1293.89009887685	8005.3666125056	8274.15515812192	10279.2703279077	9143.91688460226	9393.96484176458	10073.5994339037	7038.42534965035	2458.40586113226	7540.14977557853	5897.77700278612	8358.11189527868	8421.74780132603	6576.79542216936	12164.5924334682	5552.22189251815	8645.30190413615	6201.59311179751	9451.74961958715	10014.3516641945	4315.93239026536	6050.51853913788	6246.11636512981	8210.37337192829	6429.11669207467	8266.22499787632	6829.93627602317	11195.8358035646	6525.55270830888	6903.32177929084	8627.84720224958	1322.70822510682	5798.28866965852	6460.92748679886	5055.21646483672	4870.49568125078	3471.28307711933	10045.7231111945	7989.57479066669	7001.4540010399	9114.04426655534	5068.59395389877	NA	5404.17227775878	7212.88907860552	8416.66642915037	6459.90564304787	5589.8579785829	2737.59444063698	5083.08987922095	4830.65332283717	6078.25608362686	6070.33020205274	7927.20008530901	9236.03549334836	6246.74994580336	3682.51325094693	2326.94745407333	5422.57683853626	4855.52129893207
"FT2052"	1659.05088598279	2020.16075951098	1120.71189054292	1842.25127489932	1980.16510603928	4615.20725874244	1300.68530569673	2811.04121608594	NA	2191.89833104744	2159.32979545365	1766.88516363945	910.399278806203	3692.38133014244	2650.57640849637	1658.40286440679	2790.08942569603	1451.3120950345	NA	1718.60391969404	1453.617054031	1819.79383355164	1826.90479230909	1973.36687522092	2344.26485864616	1916.83527891588	9477.882936494	3199.13607315413	2828.68011501319	972.131327353501	NA	3402.67228307901	4118.11627835735	1865.80723256889	2101.62851433362	943.573053941644	1490.73078742411	2634.30028788897	1613.09298773567	1111.03712705931	3544.33061932676	1489.631591719	2547.82592875464	2411.29710896909	1805.96269245563	2303.10736476574	2355.57153376692	1446.1334132574	NA	1394.08745675012	NA	1425.8638651353	1047.85018531468	NA	1928.89533126199	1740.78567238405	1926.09508635974	NA	2940.13736403621	1563.315151055	2866.30379613562	4249.49018791125	NA	2631.21804842187	766.038721086192	NA	1618.41524173575	1929.58932677128	1609.67351166314	3016.94896795722	3106.27643659195	8793.02226446272	2509.33461959799	1920.9348024538	1183.59900006618	2312.82829838208	3817.28122572199	2008.60485022969	1684.61870882489	2263.17728149893	2074.04842521885	2986.36756399302	NA	1554.47726913934	1605.81090576126	1507.61415631834	820.792118982714	1027.38918427373	1643.58845504281	1928.22261990611	3605.71592371419	NA	NA	823.812192194296	2734.47413122359	2855.30477800981	1706.68950085084	1235.52145291378	2958.23151940548	3556.06260021045	788.46160522084	1638.89033199552	1586.56270527494	1414.37776728989	1546.08549609276
"FT2066"	2569.69876605159	5873.99309028564	5631.9118935632	6002.46016183317	4212.85844383954	7423.20751702578	5786.27605265161	7073.49755861759	5846.52052983951	5861.61855960918	8151.13140236122	2628.47004760909	9606.88759881308	5520.34458689588	5753.63093116868	7736.55993187326	4780.73386097652	NA	4916.5988239162	7708.16614419725	4862.979156507	5511.65950659224	2524.23737247292	7703.70569158606	5181.77461295151	6201.1494463793	4809.07405170525	3492.81729183286	7803.92905978525	2664.56786020852	5814.62057725561	5881.36207256792	9295.77430967943	2043.38718175107	4087.5239405533	6941.2677000683	7533.61773776476	7055.83407129369	6405.94891913153	6192.26201206081	5256.57901160401	7729.19183041234	2573.68807485883	8002.74014748747	2719.74780424261	6844.96274684388	3334.54512041912	NA	NA	8995.83981684497	7289.25436140259	8054.15557976368	3070.05616783217	4068.48293707685	8503.77231024873	2922.59910530256	7574.3604301087	6988.76276071085	7395.47192182621	5822.04189756143	10377.7239957912	7737.05532266386	4912.37308011685	4944.73554838774	7392.32561462421	5473.44220363021	2568.40311925511	4857.39693016148	8045.12506956508	11634.3785397544	9103.60755920614	2958.81963614009	8005.53095761953	5225.09561127355	6689.02014209133	6719.13073779384	8283.13095047358	2697.02529055808	9116.96927615455	5481.69600293142	7723.17601147665	9557.78308926658	NA	5381.2554701302	8684.22163909076	8602.28751921134	5064.68564191197	12615.1601957686	2637.94951922369	7604.09259790045	4475.68022771043	7766.71499589694	8965.00146669936	10462.6476760736	7944.47688329131	11036.0429299802	2687.60758195518	8815.51595102384	7961.18083581243	6407.07767004777	NA	9323.94744610537	8767.99057019309	8269.92838821589	2539.54379530942
"FT2130"	708.313474747864	660.93638611169	727.764971339641	821.025736898579	676.453231874218	679.242274323429	661.561135254313	787.61902255788	3509.86803527282	816.415562362846	770.462899975114	NA	895.002354981954	847.858797029346	717.24300226	806.45838798027	685.474731589539	NA	669.357667566529	883.039933365343	788.532519069817	827.177467721733	772.680240733089	961.178122261215	822.580106393291	NA	2509.91579864859	NA	815.962755845466	1073.18437449407	4130.97209589884	1030.68588918652	828.598300497805	946.478292311904	NA	1007.50477065992	890.545969829402	838.6103195243	812.860154281938	860.625338007767	NA	990.331498208733	784.492419391926	924.019646535643	NA	1251.142135571	863.682691540519	1190.42214284205	1277.01198709903	993.044704441583	NA	968.350861986196	1025.76138461538	4263.55117602228	931.892499484572	NA	789.450392520542	889.352305568663	1084.58300746367	1067.64771407757	1165.02375384102	964.836235887424	2988.17255114738	1091.49872710468	994.545360237124	4310.52115089762	933.227189646058	907.212177848518	836.821368382557	NA	944.304215226723	2264.50004560068	1050.35325031221	NA	890.902106712251	1114.23888317573	1344.17454763842	979.131483275931	1085.64579870608	1564.02653692237	919.1477601247	1368.01460265755	1590.69800407641	1243.68568645279	1032.07415817536	1112.68457231978	1042.92496400614	NA	929.232031454657	1227.178484131	1428.82277725525	898.215684640671	1069.46083911222	1131.41548394541	NA	NA	965.432357035421	1230.57664075184	1081.47336360515	1195.80644088927	1289.15726373892	1326.74083522374	1290.22552561737	NA	1026.57490309816
"FT2164"	16027.3513173414	16372.8745886921	10437.5540312513	6664.71212402491	12086.8106987351	32439.9583041483	29090.1783455737	14948.2931717252	19899.228804371	19164.8415478814	7697.62315776603	15914.3715275574	16051.9555688618	9940.21118511696	6094.66816548795	16999.7542373012	9285.54657033668	12734.2389066588	16299.0169440793	6770.02854428258	26190.4712109039	16680.5966663501	17226.7865155259	7371.37136558132	19978.9928024896	10401.1163702938	34720.1372858764	17676.640973458	18356.0115268349	12892.2786279092	28400.1337920167	19971.1220918633	47872.4788169059	17014.2253398189	8341.28410030706	10082.3650643459	26547.1679120337	14376.0134886245	11295.0904479122	8711.84057719509	10589.351665301	19816.7786725022	14188.4715759945	8378.96610888017	16482.6084607035	27136.2522539488	14276.003558944	17889.3039353275	12716.5520799909	28180.7914649905	6447.43485436985	36526.9050469065	10406.5878146853	29478.8953048076	28597.2553661666	17149.0561876188	23671.4693208418	19610.5109767094	20521.1996211643	8622.63107098501	8436.72398926794	19983.7927945941	10887.301165663	26039.6427637479	12684.5993708123	39195.6381566643	16293.2798096657	22227.1615229325	12886.5282339355	18578.6182443672	12040.8234813826	16820.6641904778	8498.91930816555	23657.2260359265	8068.4707147929	12298.1769488152	12878.2261163212	16754.3289746848	19984.3380836175	16811.8323282188	16500.0153549608	32194.626739723	2519.35632982271	5785.15118689054	7057.43759106172	22847.2321285239	14821.7111993275	10880.3279010075	16354.7432320729	7757.7216847935	34570.4873364826	12451.4821304597	22407.5707204388	33037.4716732091	13723.1933049537	32591.0182226144	16010.9342625163	35315.5654564539	15946.8980334746	16544.3766867355	21969.2415289882	9107.16869574368	21356.3653078042	30732.086386539	17327.722615886
"FT2221"	1428.98779433784	1245.87325069742	1458.24940281818	1376.94603932638	1367.44097259007	1440.42667896583	2328.30491957869	1264.7120365088	NA	1296.90297183565	1322.47047597224	1556.39460689255	2517.49274672595	1665.85720604525	1250.27556081133	1379.33899327171	1226.16223398956	3220.46453406388	2479.88535820055	2402.04190719335	1371.4884311441	1627.02247810383	1169.10203639358	2270.80696980428	1472.80627208432	1608.82666047066	1365.05486403045	NA	1424.63940421628	2832.52214056061	NA	2191.38847323445	1750.46335156337	3424.33631335936	1584.17557163535	2090.83677942525	1748.62478743682	2172.82860363212	1256.98163193292	2565.80680220999	1159.06948583254	2409.25051382959	2301.80934227891	2406.18709967964	1212.49880401656	2777.09953316569	2284.8557139522	2613.37175839379	NA	1564.11392282193	2158.84471763044	2025.83729008983	1698.64597552447	1882.68940676057	1669.8464507757	1200.26954436849	1646.88415613383	1636.18751924676	2812.04103559195	2115.5323864349	2486.01262554713	2013.2283789221	1452.27626599317	NA	1273.52341090254	1438.27557060319	1296.54498174322	2104.60913527856	1478.56145266697	1477.57336674403	1886.21003658687	1431.05401644189	2792.02645662105	2770.46551156628	2249.72766905687	1872.59112820452	1921.98164686901	963.443284669269	1355.50021373814	1359.24917294335	2159.37848889866	2330.69866836541	NA	1400.24161650561	2613.95595649504	2329.88304534161	1228.79901806901	1401.53138562916	1107.50790251116	1939.32420644571	1987.32103743063	2202.64083435394	1126.49864057916	2112.14220868833	2509.33365102786	1800.31815438495	1504.37396407681	NA	2034.03388548611	2022.95174359167	2559.77156709746	2242.39286170222	1641.94735510078	2182.35345552639	1365.74258622498
"FT2228"	1282.77813589161	1213.4071992415	2042.93042903208	3590.87031268034	2956.42012733522	1338.97502138922	3249.23156870369	1784.34396551765	NA	3160.93148362107	3496.90645944451	4102.06578049281	3947.44260553031	2282.60744188948	3863.99937508395	3196.81149702866	2328.81836977346	4250.8686416675	3514.048724375	4088.19747690331	2141.446581236	1782.76239290713	4277.4055742399	3591.72497693818	2941.75336843322	3055.25565296124	NA	NA	3521.2580318311	2977.05656640405	NA	3537.59981288132	3539.65317251228	1352.33278231913	6083.06595611997	NA	3114.82922547562	3559.31405665907	3766.26278494323	3549.47854858494	3469.40710433168	3596.08374852114	2948.5395787096	3381.39613659262	1505.21533084672	4042.41761091182	7251.11069498029	NA	NA	3648.64951231107	3263.88987169063	1933.59255376544	2616.75400699301	NA	4230.3936802294	1138.04837559321	1952.8949250138	3273.58259593579	4397.50615650232	3485.20923291082	3850.54166485954	2863.47131489988	NA	1637.01450134031	3305.60020791426	NA	5075.16613053932	2718.39961023877	2672.64933147564	4163.89446004744	3744.73202218873	NA	4097.41630019405	NA	3895.77280376991	NA	2099.62866271442	3429.13643883806	3964.81639555299	2974.34381231873	2666.2791062642	4414.35917685683	NA	2959.16034932881	3124.34006196345	2608.45024450806	3610.83624640181	3298.0919405979	1999.52579328718	3972.99182234544	2417.42929717954	4270.42112393288	3680.65521313841	2786.51889075407	4033.56311846989	NA	5236.64587380495	2300.10080882996	3912.0719139669	3165.93432768767	1139.25636123364	4934.48018913194	3335.74402299872	2617.61280261123	3525.39728766382
